item_id,name
2855,Vintage Jester's Cap
15611,Shield of the Round
5088,Silver Rings
5116,Cobalt Ore
39684,Diadochos Boots of Casting
8570,Levin Barding
41880,Loboskin Fingerless Gloves of Scouting
24329,Seeing Horde Rod
20686,Hingan Mansion Roof (Mokuzo)
36418,Longear Sunfish
36223,Moonlight Aethersand
18262,Muudhorn Ring of Fending
34282,Almasty Serge Gloves of Casting
5348,Apkallu Down
4168,Black Pearl Bracelet
9513,Perfect Pestle
2097,Jade Scepter
28784,Skybuilders' Molybdenum Ore
21723,Silvergrace Halfmask of Striking
1971,Budding Oak Wand
42303,Acacia Signum
17994,House Fortemps Chandelier
19741,Persimmon Ring
42035,Crocodileskin Breeches of Scouting
7098,Looming Tonberry Screen
32822,Emerald Plating
8572,Gysahl Greens Seeds
30253,The Maiden's Lament Orchestrion Roll
28184,Rainbow Campanulas
4754,Cottage Cheese
12732,Mahu Wai
42056,Ihuykanite Choker of Casting
4555,Ether
5069,Gold Ingot
36442,Bicuda
29425,Neo-Ishgardian Bottoms of Fending
4672,Pan-fried Mahi-mahi
5141,Raw Zircon
43304,Rroneek Serge Cap of Crafting
4913,Little Thalaos
17065,Tidegate Painting
35401,Chondrite Culinary Knife
15546,High Mythrite Claw Hammer
6456,Glade Interior Wall
5767,Coeurl Yellow Dye
5551,Bat Wing
37349,Indoor Marble Fountain
42210,Dark Mahogany Necklace of Casting
30482,Chili Crab
16904,Ornate Star Velvet Himation of Healing
24327,Seeing Horde Handgonne
18211,High Steel Barbut of Maiming
32834,Forgotten Fragment of Divinity
28816,Replica Sky Pirate's Gaskins of Maiming
27831,Pixie Apple
20733,Hingan Wardrobe
7482,Heavy Wolfram Gauntlets
3499,Gryphonskin Trousers
13821,Replica Allagan Gauntlets of Aiming
5026,Bowfin
36260,Petalouda Scales
28622,Miniature White Knight
20723,Small Shirogane Castle Walls
43829,Sunlit Prism
28900,Bipolar Nightmare Orchestrion Roll
4609,X-Potion of Strength
27223,Dwarven Mythril Choker
5271,Mythril Sand
44158,Grade 1 Gemdraught of Dexterity
43281,Ra'Kaznar Culinary Knife
39560,Rubellux Codex
34392,Phrygian Orrery
27668,Silver Monocle
2139,Astrolabe
12008,Dhalmelskin Fringe Boots
5138,Raw Amethyst
32860,Magicked Prism (Numeral 0)
17123,Buscarron's Druthers Illustration
44882,Popoto Chips
43830,Fategazer
5110,Zinc Ore
19004,Indigo Ramie Tabard of Aiming
28824,Replica Sky Pirate's Vest of Aiming
38428,Magicked Prism (Korpokkur Noggin)
36559,Blue Shark
3165,Peisteskin Harness
13268,High House Boots
6425,Chocobo Weathervane
27280,Imitation Stained Crystal Pane
23366,Ballroom Etiquette - Insufficient Petticoats
19506,High Steel Saw
25994,Atrociraptorskin Leg Guards of Scouting
6687,Amalj'aa Pavis Shield
10682,Adamantite Lorica of Fending
41769,Quicktongue Materia XI
31091,Seacloth
13302,Eikon Iron Earring of Fending
18521,Doman Steel Greaves of Fending
26434,Gust Tongue
38589,Coconut Water
2830,Reinforced Mythril Elmo
36864,Highland Cottage Roof (Stone)
30838,Suzaku's Flame-kissed Codex
16623,Black Viola Corsage
25652,Stonegold Circlet of Maiming
27797,Lorikeet Down
2660,Amateur's Headgear
10958,Wyvernskin Boots of Casting
17059,Grey Fleet Painting
35407,Darkhempen Momohiki
27802,Hard Mudstone Whetstone
37846,Swampsucker Bowfin
27191,Dwarven Cotton Beret
6332,Glade House Permit (Wood)
14268,Faded Copy of Another Round
14835,Expeditioner's Pantalettes
41462,Ballroom Etiquette - Humble Triumph
8171,Mimett Gourd Seeds
4787,Popoto
5118,Gold Ore
2149,Engraved Hard Leather Grimoire
12772,Cindersmith
7952,Weathered Daggers
2118,Toothed Staghorn Staff
18539,Marid Leather Boots of Aiming
27152,Dwarven Mythril File
35370,Manganese Pickaxe
26268,Dwarven Mythril Pikenstock
21921,Aurelia Polyp
36402,Fat Snook
32087,Skaldminni
24815,Cryptic Seal
6773,Wolf Sabatons
11980,Dhalmelskin Shoes
17857,Beyond the Wall Orchestrion Roll
30862,Megalotragus Horn
5816,Yellow Pigment
25633,Deepgold Cinquedeas
36481,Dermogenys
22582,Odder Otter Andon Lamp
39553,Rubellux Bow
21084,Snailfish Oil
36906,Alkonost Whistle
40597,Un-Namazu
5028,Takitaro
34560,Manganese Helm of the Rising Dragon
23351,Pagos Shirt
14260,Blind to the Dark Orchestrion Roll
33294,Plot of Hydrangeas
30390,Floor Sofa
27968,Highland Spring Water
21161,Antithesis Painting
6740,Wolf Claws
19755,Gazelleskin Wristband
36200,Integral Lumber
14239,Blood for Blood Orchestrion Roll
26440,Pollux
23834,Rakshasa Necklace of Healing
18370,Kudzu Longkilt of Maiming
10962,Serpentskin Bootlets of Casting
13827,Replica Allagan Breeches of Healing
4899,Haraldr Haddock
6681,Oasis Leaf Rug
34728,AR-Caean Velvet Bottoms of Healing
22484,Liberty or Death Orchestrion Roll
2614,Crow Fly
1905,Wrapped Elm Longbow
29846,Approved Grade 2 Skybuilders' Flax
37378,Scholasticate Chair
41112,Sake Barrel
33192,Resplendent Alchemist's Material A
4734,Pineapple Ponzecake
4930,Princess Trout
1740,Wildling's Cesti
40655,Imitation Closed Door
25799,Gliderskin Codex
35981,Prince Lunatender
31267,Approved Grade 3 Artisanal Skybuilders' Cloudstone
17968,Oriental Soba Lunch
25631,White Oak Partisan
42216,Pink Beryl Ring of Fending
6391,Glade Mansion Wall (Stone)
10773,Serpentskin Bracers of Striking
2763,Velveteen Sugarloaf Hat
14145,Loaghtan Fillet
12804,Illuminati Perch
18673,Molybdenum Headgear of Fending
40654,Far Eastern Brazier
27480,Golden Lobster
17546,Shroud Cherry Sapling
20725,Large Shirogane Castle Walls
42154,Cobalt Tungsten Guillotine
9062,Platinum Circlet of Healing
10814,Serpentskin Armguards of Aiming
23337,Faded Copy of Ambient Abyss
6526,Storm Storage Bench
8538,Oschon Roselle Capeline
11924,Titanium Pliers
14139,Oyster Confit
3215,Patrician's Coatee
16015,Palace of the Dead Interior Wall
29726,Merlthor Butterfly
31897,Grade 4 Tincture of Mind
7961,Afternoon Tea Set
12969,Peat Moss
12884,Chives
23850,Ornate Rakshasa Haori of Aiming
10795,Griffin Leather Boots of Striking
29968,Fireheart Cobalt
44038,Mythbrine Aethersand
42460,Word of Ra'Kaznar
4286,Rose Gold Ear Cuffs
6509,Turnkey's Cups
43849,Golden Stonefly Nymph
5447,Sandworm Fang
14179,Max-Potion of Intelligence
19548,Doman Steel Saw
36611,Timeworn Saigaskin Map
36425,Fate's Design
36176,Phrygian Gold Ore
22534,Odder Otter House Walls
13750,Sphalerite
16816,Slumber Eternal Orchestrion Roll
18006,Strength Materia VI
25037,Shield of the Goddess
5144,Raw Spinel
21060,Wind-up Matanga
2497,Initiate's Skillet
18074,Bloodhempen Vest of Scouting
20272,Taoist's Wool
6523,Riviera Bench
10617,Mythrite Stilettos
14231,Lost in the Clouds Orchestrion Roll
27876,Blood Bouillabaisse
21055,Wind-up Hien
18509,Persimmon Cane
10474,Wootz Revolver
3354,Striped Velveteen Slops
40575,Tentacle Thresher
26727,Piety Materia VIII
6203,Bite-sized Pudding
37102,Troglophile's Deep Painting
20177,Hermit Goby
3763,Maple Pattens
25052,Rapier of the Demon
37435,Aftermath Orchestrion Roll
43336,Gomphotherium Earrings
43678,Urqotrout
36573,Pipefish
3887,Cobalt-plated Caligae
20358,Inferno Katana
20171,Corpse-eater
27925,Blue Hydrangea Corsage
43743,Blind Brotula
22480,No Quarter Orchestrion Roll
20731,Hingan Bed
6467,Oasis Pendant Lamp
42465,Ra'Kaznar Samurai Blade
27872,Masala Chai
7988,Oasis Cushion
38640,Born to Ride Orchestrion Roll
27743,Chalicotherium Leather
5441,Raptor Talon
28986,Cutting Board
18024,Gatherer's Grasp Materia VI
30131,Red Hyacinth Corsage
14211,Amber Salamander
36468,Feverfish
28974,Cheese Collection
41990,Ruthenium Scimitar
9652,Auri Buskins
37281,Hannish Fiber
26333,Petalite Choker of Fending
3022,Cotton Shirt
44891,Strayborough Wall Lamp
40613,Ornate Diadochos Jacket of Fending
30448,Aesthete's Pickaxe
28132,Oriental Chawan-mushi Lunch
5611,Vitality Materia III
31840,Exarchic Hose of Maiming
6638,Oasis Lantern
18687,Molybdenum Armguards of Striking
41997,Crocodileskin Index
12031,Aurum Regis Earrings of Gathering
39425,Lemonade Stand
30129,Magicked Prism (House Fortemps)
21846,Stack of Documents
7735,Garlic Cloves
5641,Ice Materia III
16754,Bobgoblin Bass
44035,Sungilt Aethersand
29869,Approved Grade 2 Skybuilders' Silex
41250,Select Chalicotherium Leather
8857,Grade 1 Wheel of Permanence
4577,Weak Sleeping Potion
10599,Mythrite Labrys
27732,Smilodon Skin
20744,Decorative Wall Fan
2390,Militia Pliers
13032,Gemmaster's Sandals
17548,Cloud Acorn
39908,Concentrated Verdurous Glioaether
31546,Dzemael Longbow
23321,The Ancient City Orchestrion Roll
32224,Swag Valance
23178,Stormsap
8825,Sun-topped Starlight Sentinel
6581,Sylphic Screen
37106,Giantsgall Grounds Painting
9748,Retainer Cartonnier
20618,Bream Lure
28693,Painting of Pla Enni
3092,Velveteen Coatee of Gathering
24503,Undersea Spoils
6347,Riviera Cottage Roof (Wood)
19949,Chromite Ingot
12085,Alpine Round Table
37298,Purple Byregotia Choker
31849,Exarchic Hood of Aiming
15950,Chocobo Cottage Walls
3482,Blacksmith's Slops
4795,Chanterelle
16735,Stone Cheese
4934,Gudgeon
27901,What Angel Wakes Me Orchestrion Roll
4800,Black Truffle
19605,Ala Mhigan Round Knife
4478,Aquamarine Ring
25848,Diaspore Earrings of Fending
10664,Mythrite Scutum
5594,Grade 1 Dark Matter
18683,Gazelleskin Open-toed Boots of Maiming
3304,Roegadyn Breeches
39378,Simple Low Table
35092,Classical Ring of Aiming
21697,Nightsteel Battleaxe
19646,Marid Leather Babouches of Crafting
15834,Faded Copy of Wreck to the Seaman
9306,Forager's Shoes
8796,Shipping Crate
35384,Chondrite Cross-pein Hammer
8375,Tremor Spear
1711,Mythril Claws
3705,Sentinel's Gauntlets
4784,Highland Parsley
12616,Grade 1 Mind Dissolvent
36186,Star Quartz
15555,High Mythrite Scythe
25639,Smilodonskin Codex
23906,Coelacanth-class Stern
6644,Potted Axilflower
34293,Pewter Choker of Healing
27103,Manasilver Needle
5737,Rolanberry Red Dye
4381,Imperial Operative Choker
31980,Approved Grade 4 Skybuilders' Ragstone
14219,Mountain Kraken
27455,Weedy Seadragon
36542,Monksblade
27774,Vampire Vine Sap
13593,Dispelling Arrow
34086,High Durium Guillotine
20273,Nagxian Leather
41140,Alzadaal's Garden Lamp
35412,Darkhempen Kyakui
4623,Earth Ward Hi-Potion
27867,Roast Ovim
8283,Topaz Earrings
2457,Ash Spinning Wheel
20542,Ghido
21827,Mounted Cupboard
36390,Astacus
11931,Mythrite Awl
23063,Rising Dragon
43246,Titanium Gold Creasing Knife
34415,Saigaskin Cap of Aiming
15152,Nidhogg Miniature
35559,Matching Cushions
21798,Unkiu-class Pressure Hull
18088,Bloodhempen Culottes of Casting
28715,Pliable Glass Fiber
28698,Painting of Fruit of the Protector
10830,Astral Silk Slops of Aiming
16902,Ornate Star Velvet Tabard of Aiming
13316,Eikon Iron Ring of Healing
42310,White Gold Astrometer
34446,Bismuth Bracelet of Slaying
43209,Mountain Chromite Hatchet
4776,Malm Kelp
12943,Dravanian Mistletoe
2458,Recruit's Spinning Wheel
12899,Porcini
15601,Halberd of the Round
6468,Deluxe Oasis Pendant Lamp
12564,Dhalmel Leather
13047,Cauldronmaster's Jackboots
23809,Rakshasa Haori of Scouting
11873,Titanium Halfheart Saw
13762,Periwinkle
26151,Ovim Wool Jacket of Scouting
2464,Mahogany Spinning Wheel
41610,Smaragdine Index
27703,Dimythrite Ore
4859,Cider Vinegar
43734,Yak T'el Catfish
37290,War Quoits of the Round
32256,Medium Florist's Walls
6331,Glade Cottage Permit (Stone)
24363,Modified Coelacanth-class Stern
7124,Ixali Shelter
16821,Thunder Rolls Orchestrion Roll
5846,Brass Gobcog
44890,Origenics Chair
10705,Mythrite Sabatons of Fending
24170,Orange Arums
3868,Mythril Sollerets
7512,Saurian Gloves of Casting
43288,Loboskin Shoes
33901,Augmented Agonia
41848,Lar Star Globe
44295,Punutiy Crossing Orchestrion Roll
29402,Ruby Barding
21290,The Worm's Tail Orchestrion Roll
4693,Button Mushroom Saute
36062,Elpis Deipnon
2433,Iron Awl
13767,Pearl Sprout Seeds
15609,Codex of the Round
20363,Honor of the Vortex
32099,Godsbed
32826,Ballroom Etiquette - Concealing Meals
2755,Steel Celata
16831,Faded Copy of Footsteps in the Snow
27175,Atrociraptorskin Boots of Crafting
2238,Vintage Square Shield
17329,Sky Rat Breeches of Scouting
23796,Rakshasa Gantai of Striking
21148,Daggers Painting
14267,Answers Orchestrion Roll
29854,Approved Grade 2 Skybuilders' Tea Leaves
14005,Viltgance-type Forecastle
19884,Cunning Craftsman's Tea
34146,Ametrine Bracelet of Slaying
9289,Plain Long Skirt
19765,Augmented Ala Mhigan Bottoms of Gathering
37849,Sovereign Shadow
4997,Northern Pike
20379,Mighty Thunderstone
31669,Life and Death (Zodiac Age Version) Orchestrion Roll
5220,Radiant Fire Moraine
8157,Xelphatol Apple
3777,Hard Leather Boots
3190,Coliseum Shawl
3077,Velveteen Coatee of Crafting
2737,Silver Circlet (Goshenite)
16674,Star Velvet Bottoms of Healing
18984,Chromite Shield
44016,Dark Mahogany Log
36115,Commanding Craftsman's Draught
12222,Chemically Treated Chimera Hide
10173,Tatanora-type Forecastle
16945,Brewer's Beacon Painting
1803,Spiked Cobalt Labrys
41475,Kydonia Strolls
22903,Nightsteel Sledgehammer
20054,Hanatatsu
6996,Prismatic Heart (Left)
8006,Riviera Fence
30831,Suzaku's Flame-kissed Greatbow
20228,Ichthyosaur
37112,Runaway Train Painting
35373,Manganese Claw Hammer
27161,Brightlinen Turban of Crafting
25792,Applewood Longbow
33322,Celestial
3488,Culinarian's Trousers
31235,Approved Grade 3 Skybuilders' Bomb Ash
33936,Gatherer's Guile Materia X
27439,Toffee Snail
2617,Sinking Minnow
19611,Ala Mhigan Fishing Rod
33113,Giving Chase (Zodiac Age Version) Orchestrion Roll
10982,Agate Ring of Fending
27427,Abyssal Snail
32090,Exterminator
1965,Whispering Ash Wand
5825,Allagan Silver Piece
12824,Cherry Trout
41502,Magicked Prism (Doll Head)
39647,Diadochos Wings
8000,Straight Stepping Stumps
9360,Platinum Ingot
18070,Gaganaskin Chaps of Aiming
42339,Gomphotherium Boots of Aiming
6513,Riviera Chair
5486,Shark Oil
9045,Arachne Gaskins of Striking
20168,Armored Crayfish
35433,Kumbhiraskin Boots of Gathering
18251,Koppranickel Earrings of Casting
25645,Deepgold Kite Shield
43224,Cobalt Tungsten Lapidary Hammer
34230,High Durium Longsword
39875,Caviar Sandwich
8705,Thick-rimmed Glasses
8005,Oasis Fence
5880,Faded Page
36529,Spicy Pickle
27089,Deepgold File
5617,Dexterity Materia IV
43720,Hunmu Ob
20802,White Brightlilies
35557,Ivy Mural
16685,Scintillant Earring of Aiming
9193,Steel Daggers
36575,Mini Yasha
6998,Bitter Heart Chocolate
43711,Oxydoras
14059,Dinosaur Skeleton
25187,Heavens' Eye Materia VII
2576,Yew Fishing Rod
37113,Senaculum Imperialis Painting
8370,Van of the Vortex
31403,Ballroom Etiquette - Dark Entreaty
10966,Ramie Ribbon of Fending
20011,Almandine
26468,Facet Boots of Aiming
26023,Lazurite Ring of Fending
28773,Skybuilders' Flax
36077,Dark Rye Flour
5697,Gatherer's Grasp Materia IV
9681,Grade 3 Wheel of Nutriment
15653,Nidhogg's Scale
2821,Explorer's Calot
15650,Heavensegg Soup
8543,Red Summer Maro
10838,Rainbow Coif of Scouting
20039,Saltshield Snapper
5830,Ixali Ebonknot
12671,Sunflower Plot
26736,Craftsman's Cunning Materia VIII
43332,Acacia Earrings
6488,Half Barrel Planter
24816,Damascene Cloth
2336,Apprentice's Claw Hammer
4345,Heliodor Choker
29753,Casket Oyster
27856,Broad Bean Soup
7607,Wolfram Ingot
16620,Orange Viola Corsage
18380,Kudzu Tunic of Aiming
36891,Highland Chandelier
23808,Rakshasa Gantai of Scouting
3207,Buccaneer's Shirt
12723,Starflower
34684,Integral Magitek Bow
27544,Gilded Batfish
6372,Oasis Mansion Roof (Composite)
16016,Viola Seeds
44836,Green Cattleyas
31882,Exarchic Choker of Casting
8302,Iolite Ring
13078,Mahogany Partition Door
8382,Morbid Moggle Mogblade
39672,Diadochos Gloves of Scouting
5510,Rubber
17586,Thousand Fin
20339,Heaven-on-High Painting
19658,Serge Poncho
4679,Dzemael Gratin
13915,Replica Dreadwyrm Tonban of Healing
4967,Yugr'am Salmon
2533,Weathered Sledgehammer
2469,Amateur's Alembic
3649,High Mythril Gauntlets
12539,Cloud Mica
23354,Pagos Sandals
4798,White Truffle
19909,Persimmon Tannin
5686,Gatherer's Guerdon Materia III
29873,Approved Grade 2 Skybuilders' Cotton Boll
34432,Saigaskin Armguards of Casting
15563,Mighty Thundershower
26447,Facet Mail of Fending
29742,Dark Nautilus
21741,True Linen Hat of Healing
3645,Woolen Bracers
7544,Spriggan Cap
41471,Uolosapa
25064,The Stone Remembers Orchestrion Roll
2628,Yumizuno
26281,Dwarven Mythril Uchigatana
18733,Palladium Ring of Healing
2668,Brass Spectacles
24210,The Last Tear
4613,X-Potion of Mind
20063,Gilfish
36703,Pactmaker's Spinning Wheel
26274,Dwarven Mythril Guillotine
10167,Tatanora-type Propellers
31993,Approved Grade 4 Artisanal Skybuilders' Caiman
29424,Neo-Ishgardian Gauntlets of Fending
28931,Small Angler's Canvas
28133,Oasis Wall-mounted Fountain
27781,Enchanted Dimythrite Ink
16701,Scintillant Ring of Healing
19816,Popoto Soba
25999,Pixie Cotton Slops of Healing
27900,Full Fathom Five Orchestrion Roll
22889,Silvergrace Needle
2562,Iron Scythe
15598,Sword of the Round
35377,Manganese Awl
4928,Dwarf Catfish
6508,Death's Fingers
16568,Dress-up Thancred
41887,Loboskin Sandals of Healing
27217,White Ash Earrings
5202,Eye of Lightning
10,Wind Crystal
9660,Grade 2 Wheel of Capacity
27448,Kholusian Flounder
2612,Brass Spoon Lure
3708,Armorer's Gloves
12750,Marble Oscar
20675,Stonefly Larva
31969,Approved Grade 4 Skybuilders' Rock Salt
2708,Iron Sallet
3010,Hempen Halfrobe
9519,Pumice
31987,Approved Grade 4 Skybuilders' Finest Rock Salt
27469,Official Ball
21823,Stuffed Alpha
8557,Crescent Moon Cone
37361,Swinging-door Counter
1824,Brass Spear
13095,Cob Inner Wall
16619,Green Viola Corsage
33891,Augmented Deima
10726,Mythrite Gauntlets of Maiming
31117,Oddly Specific Cedar Log
36436,Green Swordtail
19721,Ala Mhigan Shoes of Crafting
29774,Slipsnail
44252,Scientist's Coat
28906,Skysteel Ingot
18199,Gyuki Leather Grimoire
36461,Imperial Pleco
1776,Steel Bardiche
19934,Torreya Log
11965,Archaeoskin Gloves of Crafting
4607,Mega-Potion of Intelligence
42943,Archeo Kingdom Ring of Slaying
27284,Crystarium Stove
25802,Stonegold Rapier
3167,Explorer's Tunic
5107,Tin Ore
43780,Rosebud Frog
5462,Red Coral
10674,Adamantite Helm of Fending
42331,Gomphotherium Thorned Harness of Striking
21795,Shark-class Stern
6335,Glade Mansion Permit (Wood)
14846,Dried Purple Oldrose
36116,Cunning Craftsman's Draught
4602,Hi-Potion of Intelligence
37373,Imitation Highland Window
38539,Deceiver's Diamonds
19899,Grade 2 Reisui of Intelligence
11002,Hardsilver Earrings of Slaying
17134,Tangle Oil Painting
6490,Riviera Lamppost
26324,Swallowskin Gloves of Casting
2536,Initiate's Sledgehammer
44084,Maple Teriyaki
13755,Blood Pepper Seeds
5893,Lominsan Sparkler
2193,Cantamina Thavnaria
2997,Hempen Camise
20124,Doman Eel
28624,Domakin
29429,Neo-Ishgardian Top of Maiming
23824,Rakshasa Zori of Casting
8150,Fieldcraft Demimateria III
12866,Stuffed Cabbage Rolls
26503,Facet Ring of Fending
18082,Bloodhempen Culottes of Healing
43784,Cleyran Carp
25955,Bluespirit Handgonne
44494,The Lawnblazer
19763,Augmented Ala Mhigan Coat of Gathering
36369,Finality Orchestrion Roll
32802,Calfskin Rider's Shoes
25039,Fists of the Demon
19960,Domacoat
8377,Tremor Cane
4526,Gryphonskin Ring
41168,Black Lupins
4601,Hi-Potion of Vitality
39656,Diadochos Jacket of Maiming
7714,Glimmerscale
30759,Casual Jacket
6623,Glade Sideboard
27866,Sausage Links
27466,Nabaath Manta
35746,Blue Triteleia
28982,Wooden Table
42046,Crocodileskin Thighboots of Casting
26337,Petalite Choker of Casting
16782,Round Stage
41423,Aetherial Arbor Resin
23059,The Archbishop
16716,Supramax-Potion of Strength
21180,Snailfish
3274,Hempen Breeches
27722,Lazurite
28985,Sunflower Bouquet
9625,Grade 2 Feed - Endurance Blend
39731,Grade 8 Tincture of Mind
27789,Tincture of Intelligence
9682,Grade 3 Wheel of Permanence
13805,Replica Heavy Allagan Armor
27208,Smilodonskin Choker
4474,Heliodor Ring
36709,Pactmaker's Vest of Crafting
29664,Oddly Specific Uncut Gemstone
9348,Littlefoot
24489,Paint Can
43977,Mountain Salt
44034,Yak T'el Spring Water
18682,Gazelleskin Brais of Maiming
3174,Mythril Haubergeon
20334,Kogane Dori Painting
44142,Airbright Coolant
9373,Enchanted Platinum Ink
13867,Replica High Allagan Boots of Aiming
23998,Mudpie
7094,Carbuncle Lantern
30077,Shinryu's Ephemeral Rod
3001,Hempen Shepherd's Tunic
24890,The Unraveled Bow
19881,Gem Algae
6362,Glade Mansion Roof (Wood)
35360,Bismuth Sledgehammer
26325,Dwarven Cotton Gaskins of Casting
30095,Paissa Threadpuller
9315,Forager's Sledgehammer
33604,Byakko's Enspirited Revolver
15604,Claymore of the Round
1967,Yew Wand
11025,Mythrite Earblades of Aiming
7543,Cloche
23786,Rakshasa Kote of Fending
19838,Kasha
12767,Warmwater Bichir
32093,Quartz Hammerhead
4373,Spinel Choker
20751,Porcelain Vase
29858,Approved Grade 2 Skybuilders' Mythril Sand
20086,Nirvana Crab
33670,Peacelover's Pantaloons
42185,Br'aaxskin Sandals of Aiming
9532,Aged Mortar
27589,Baitbugs
44420,Everseeker's Hatchet
31886,Exarchic Bracelet of Healing
11884,Hardsilver Texture Hammer
42889,Archeo Kingdom Twinfangs
11938,Astral Birch Spinning Wheel
39675,Diadochos Beret of Healing
13731,Sunsail
27326,Purple Hydrangeas
6434,Riviera Wall Chimney
7096,Sultana and Flame General Portrait
34549,Manganese Kite Shield
7153,Material Supplier Permit
33770,Forgotten Fragment of Ferocity
43995,Titanium Gold Ore
32075,Thaliak Crab
2603,Glowworm
17860,The Edge Orchestrion Roll
23785,Rakshasa Kasaya of Fending
21766,Black Willow Armillae of Healing
9046,Kirimu Sandals of Striking
19966,Imperial Jade
29407,Neo-Ishgardian Trident
40577,Yellow Iris
24990,Xenacanthus
7962,Assorted Fruit
5128,Raw Sunstone
37097,Alzadaal's Peace Painting
22563,Imposing Dimension Castle Vase
16750,Cirrostratus
10799,Hallowed Chestnut Mask of Aiming
5672,Savage Aim Materia IV
12818,Yalm Lobster
5414,Rosewood Branch
26171,Triplite Earrings of Healing
14156,Eikon Hide
42937,Archeo Kingdom Wristband of Fending
28683,Painting of Tomra
5453,Firefly Elytron
3747,Dream Boots
21114,Gorgagne Mills Painting
20117,Lordly Salmon
23898,Garden Gravel
34711,AR-Caean Velvet Top of Striking
21857,Allagan Repair Node Permit
20113,Striped Fugu
6189,Dust Bunny
21771,Silvergrace Ring of Healing
26813,Ornate Facet Cyclas of Striking
34590,Ironwood Choker of Fending
2346,Crowsbeak Hammer
16806,Close to the Heavens Orchestrion Roll
13826,Replica Allagan Gloves of Healing
17331,Sky Rat Mask of Healing
5618,Dexterity Materia V
43556,Timeworn Loboskin Map
35765,Bluespirit Sickle
4130,Boarskin Wristbands
12547,Citrine
25953,Bluespirit Daggers
24540,Moonlit Tank Trimmings
5373,Oak Lumber
44093,Spaghetti al Olio e Peperoncino
6592,Glade Bathtub
4731,Ginger Cookie
9466,Level 6 Aetherial Wheel Stand
10788,Griffin Leather Brais of Striking
30467,Aesthete's Doublet of Gathering
36208,Dark Hempen Cloth
2530,Egret Dolabra
3841,Boarskin Crakows
21082,Gyr Abanian Alchemic
42517,Black Star Choker of Healing
15541,High Mythrite Alembic
39557,Rubellux Cane
39404,Hannish Chair
6541,Message Book Stand
14136,Peperoncino
17128,Bonfire Watercolor Painting
17615,Song of the Fiend
18563,Azurite Earrings of Casting
33247,Large Forge's Walls
43581,Speaking Stone
38262,Melon Juice
36515,Echinos
33600,Byakko's Enspirited Lance
6666,Blazing Inferno Wall Lamp
5465,Sunrise Tellin
1706,Crabshell Hora
32062,Lavandin Remora
38567,Black Sweet Pea Necklace
23067,Bokuden
22428,Silvergrace Ingot
14287,Faded Copy of Fiend
19901,Enchanted Koppranickel Ink
10392,Thavnairian Headdress
41412,Sidereal Whale
19552,Doman Steel Round Knife
30406,Factory Wall Lamp
34232,High Durium Bhuj
28948,Red Hyacinths
4721,Bouillabaisse
8859,Grade 1 Wheel of Pilgrimage
6375,Riviera Cottage Wall (Composite)
6371,Oasis Mansion Roof (Wood)
5390,Oak Log
27756,Ovim Fleece
21160,Fractal Continuum Painting
18101,Triphane Bracelet of Fending
27155,Dwarven Mythril Awl
22474,Crimson Sunset Orchestrion Roll
21762,Black Willow Necklace of Casting
3699,Militia Ringbands
37330,Susano's Rapturous Tachi
17522,Zurvanite Barding
27753,Pixie Floss Boll
2323,Mythril Saw
42320,Titanium Gold Helm of Fending
33661,Frontier Dress Gloves
27552,Mock Pixie
4986,Crimson Trout
42944,Archeo Kingdom Ring of Aiming
42908,Archeo Kingdom Jacket of Aiming
27423,Eulmore Butterfly
27871,Popotoes au Gratin
7086,Ahriman Vase
15520,Carbonweave Cap of Crafting
10967,Opal Choker of Fending
31977,Approved Grade 4 Skybuilders' Alumen
2921,Blacksmith's Goggles
18502,Doman Steel Patas
9737,Order of Nald'thal Lectern
36873,Highland Cottage Wall (Stone)
29661,Oddly Specific Petrified Log
5482,Fish Oil
12023,Wyvernskin Choker
45028,Battle in the Dungeon #3 Orchestrion Roll
11074,Hardsilver Earrings of Casting
38582,"Hydaelyn, as We Know Her"
13677,Sky Pirate's Coat of Casting
23903,Coelacanth-class Bow
22391,Alligator Snapping Turtle
40618,Ornate Diadochos Coat of Healing
5646,Wind Materia III
27694,Sandalwood Lumber
7716,Wild Onion Set
10770,Dhalmelskin Armguards of Striking
28768,Skybuilders' Hemp
4988,Bronze Lake Trout
41831,Everkeep Striking Dummy
6767,Wolf Gauntlets
13711,General-purpose Pastel Green Dye
15157,Beach Chair
3936,Botanist's Workboots
7581,Mossy Stone Claws
18219,Gyuki Leather Halfgloves of Striking
8292,Ruby Bracelet
10657,Noble's Codex
5437,Mossy Horn
39590,Exciting Tonic
5358,Eagle Feather
8826,Snowman
42029,Crocodileskin Armguards of Aiming
26159,Ovim Wool Skirt of Healing
5008,Boxing Pleco
44417,Everseeker's Alembic
43729,Xobr'it Lobster
43839,Minted Arowana
43808,Karvarichthys
2432,Recruit's Awl
1920,Mythril Cavalry Bow
18020,Savage Might Materia VI
19985,Halgai Mane
30420,Dainsleif SD
33773,Forgotten Fragment of Artistry
6569,Manor Bookshelf
18076,Bloodhempen Brais of Scouting
10722,Titanium Mail of Maiming
19007,True Griffin Boots of Aiming
19010,True Griffin Chestpiece of Scouting
40649,Far Eastern Indoor Bamboo Fountain
35428,Kumbhiraskin Shoes of Crafting
25830,Iridescent Hat of Scouting
43618,Purple Sunflower Corsage
12872,Okeanis Egg
15590,Dead Hive Claymore
